,DRR022925,DRR237582,ERR232406,ERR232408,ERR232409,ERR232411,ERR232412,ERR232413,ERR232414,ERR232417,ERR232418,ERR232420,ERR232421,ERR232422,ERR232429,ERR232430,ERR232431,ERR232432,ERR232437,ERR232438,ERR232440,ERR232441,ERR769510.1,SRR12894196,SRR2954803.1,SRR4002443.1,SRR5676587.1,SRR617720.1,SRR617722.1,SRR617734.1,SRR617745.1,SRR6434917.1,SRR7418924.1,SRR7418926.1,SRR7418928.1,SRR7418930.1,SRR7418934.1,SRR7418935.1,SRR7418936.1,SRR7418938.1,SRR7418939.1,SRR7418941.1,SRR7418942.1,SRR7418944.1,SRR7418947.1,SRR7418949.1,SRR8759697.1,SRR9067511.1
Afu1g01430,99.4,99.6,100.0,99.6,98.9,98.9,99.7,99.6,99.6,99.3,99.6,99.6,99.6,99.6,98.9,99.6,99.6,99.4,99.4,98.9,98.9,99.6,99.4,100.0,99.4,99.6,99.4,99.6,99.6,99.3,99.6,99.6,99.1,99.1,99.1,99.1,99.6,99.3,99.6,99.4,99.3,100.0,99.4,99.3,99.3,99.6,99.6,99.4
Afu1g01450,96.9,96.9,92.9,96.9,96.7,96.4,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.7,96.9,96.9,96.7,96.7,96.7,96.7,96.7,96.7,92.9,92.9,96.7,96.7,96.9,96.9,92.9,96.9,96.9,91.4,91.7,91.4,91.4,96.9,96.7,96.7,96.7,96.9,92.9,96.7,96.7,96.7,96.9,96.9,96.4
Afu1g01460,99.3,99.6,100.0,99.6,99.6,99.6,100.0,99.3,99.6,100.0,99.6,99.6,99.6,99.3,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.3,99.3,100.0,98.9,99.6,99.3,99.3,99.6,99.6,99.3,99.3,99.6,98.9,99.6,98.9,99.3,99.6,99.3,99.3,99.3,100.0,99.6,99.6,99.6,99.3,99.6,99.6
Afu1g01480,99.4,99.4,99.4,99.4,99.2,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,98.9,99.4,99.4,99.4,99.4,98.9,99.4,99.4,99.0,99.0,99.0,99.0,99.4,99.4,99.3,99.4,99.4,99.4,99.4,99.2,99.4,99.4,99.4,99.2
Afu1g01490,99.9,99.9,100.0,99.9,99.8,99.8,100.0,99.9,99.9,100.0,99.9,99.8,99.9,99.9,99.8,99.9,99.9,99.9,99.9,99.7,99.8,99.9,99.9,100.0,99.7,99.9,99.9,99.9,99.9,99.7,99.9,99.9,99.7,99.7,99.7,99.6,99.9,99.9,99.9,99.9,99.9,100.0,99.9,99.8,99.8,99.9,99.9,99.8
Afu1g01500,85.3,85.3,85.3,85.3,67.7,85.3,85.3,85.3,85.3,0.0,85.3,85.3,53.8,85.3,85.3,85.3,85.3,67.7,67.7,85.3,85.3,67.7,67.7,85.3,84.8,85.3,67.7,85.3,67.7,84.8,85.3,85.3,84.8,84.8,84.8,84.8,85.3,85.3,85.3,67.7,85.3,85.3,67.7,85.3,85.3,85.3,85.3,85.3
Afu1g01520,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,99.4,100.0,100.0,99.4,99.4,99.4,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g01530,100.0,100.0,100.0,99.5,100.0,100.0,100.0,99.5,100.0,0.0,99.5,100.0,99.5,100.0,100.0,99.5,99.5,100.0,99.5,100.0,99.5,100.0,100.0,100.0,99.0,99.5,100.0,100.0,99.5,99.0,99.5,100.0,99.0,99.0,99.0,99.0,99.5,100.0,99.5,100.0,99.5,100.0,100.0,99.5,100.0,100.0,99.5,100.0
Afu1g01540,99.3,99.3,100.0,99.3,99.5,99.5,99.1,99.1,99.3,99.4,99.3,99.3,99.3,99.3,99.5,99.3,99.3,99.3,99.1,99.5,99.3,99.3,99.3,100.0,99.1,99.3,99.3,99.3,99.3,99.1,99.1,99.3,99.1,99.1,99.1,99.1,99.1,99.3,99.3,99.3,99.1,100.0,99.3,99.5,99.5,99.3,99.3,99.5
Afu1g01550,98.6,98.6,100.0,98.6,98.6,98.6,99.7,98.6,98.6,100.0,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,100.0,99.4,98.6,98.6,98.6,98.6,99.4,98.6,98.6,99.4,99.4,99.4,99.4,98.6,98.6,98.6,98.6,98.6,100.0,98.6,98.6,98.6,98.6,98.6,98.3
Afu1g01560,99.6,99.6,100.0,99.6,99.6,100.0,0.0,99.2,99.6,96.8,99.8,99.6,100.0,100.0,83.0,100.0,100.0,100.0,100.0,99.2,91.6,100.0,99.4,94.0,99.8,99.6,100.0,99.6,99.6,99.6,99.2,99.6,99.6,99.6,99.6,99.6,98.0,91.6,89.8,100.0,99.2,93.8,99.2,99.2,97.2,89.6,100.0,93.6
Afu1g01570,100.0,96.2,94.0,96.2,96.7,96.7,100.0,97.3,96.2,100.0,96.2,97.3,97.3,97.3,96.7,96.2,96.2,96.7,98.4,96.7,96.7,97.3,97.3,100.0,95.4,96.2,97.3,97.3,98.4,95.1,97.3,95.9,95.3,100.0,95.3,100.0,98.4,98.4,97.3,98.4,98.4,100.0,98.4,98.1,98.4,98.4,100.0,97.8
Afu1g01590,99.9,99.9,100.0,99.9,99.9,99.9,99.7,99.9,99.9,0.0,99.9,99.8,99.8,99.9,99.9,99.9,99.9,99.9,99.8,99.9,99.9,99.9,99.9,100.0,99.6,99.9,99.9,99.9,99.9,99.6,99.8,99.9,99.6,99.5,99.6,99.6,99.9,99.8,99.8,99.9,99.9,100.0,99.9,99.8,99.8,99.9,99.8,99.8
Afu1g01600,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,99.8,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,99.7,0.0,0.0,0.0,0.0,98.9,100.0,0.0,94.4,94.4,94.4,99.5,0.0,100.0,99.8,0.0,0.0,100.0,100.0,99.8,100.0,0.0,99.8,100.0
Afu1g01610,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,95.6,0.0,0.0,0.0
Afu1g01620,98.2,98.2,99.7,98.2,97.6,97.9,98.1,98.4,98.2,98.2,98.2,98.4,98.4,98.3,97.6,98.2,98.2,98.1,98.2,97.9,97.8,98.2,98.2,99.7,98.6,98.4,98.2,98.3,98.3,98.6,98.1,98.2,98.6,98.6,98.6,98.6,98.1,97.6,98.4,98.2,98.1,99.7,98.1,98.1,98.2,98.1,98.2,98.4
Afu1g01630,99.7,99.4,100.0,99.7,98.9,99.7,100.0,99.7,99.7,0.0,99.7,99.7,99.7,99.7,98.9,99.7,99.7,99.7,99.7,99.7,98.9,99.7,99.7,99.7,99.4,99.7,99.7,99.7,99.7,99.4,99.4,99.7,99.4,99.4,99.4,99.4,99.7,98.9,99.7,99.7,99.4,100.0,99.7,98.9,98.9,99.7,99.7,99.7
Afu1g01640,99.8,99.8,100.0,99.6,95.6,95.6,99.6,99.8,99.6,99.5,99.6,99.3,99.8,99.8,95.4,99.6,99.6,99.8,99.8,95.6,95.6,99.8,99.8,100.0,99.6,99.6,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,96.9,99.8,95.4,99.6,99.8,99.8,100.0,99.6,95.6,95.6,99.8,99.6,99.6
Afu1g01650,0.0,92.5,0.0,92.7,91.2,92.7,92.5,92.5,91.2,92.5,0.0,91.2,90.9,0.0,0.0,99.0,92.7,0.0,92.7,0.0,0.0,99.0,99.0,93.7,98.8,92.7,0.0,92.5,0.0,93.7,92.5,0.0,0.0,0.0,0.0,0.0,0.0,92.7,92.7,92.7,0.0,0.0,92.7,92.5,99.0,92.7,92.7,92.5
Afu1g01660,98.0,98.5,100.0,98.5,100.0,98.5,98.6,98.5,0.0,100.0,98.3,0.0,0.0,98.5,98.5,98.4,98.5,98.5,98.4,98.5,100.0,97.0,98.1,98.5,98.7,98.5,98.5,98.4,98.4,99.8,98.5,98.2,100.0,99.5,99.5,100.0,98.5,98.4,98.5,98.1,98.2,100.0,98.2,98.4,98.3,98.5,98.5,98.2
Afu1g01670,99.4,99.4,100.0,98.9,99.4,98.9,98.9,98.9,97.9,98.4,98.9,99.4,99.4,99.4,99.2,99.2,98.6,99.4,99.4,99.4,99.1,0.0,0.0,98.9,0.0,98.9,99.4,0.0,0.0,0.0,98.9,99.4,99.7,99.7,99.7,0.0,98.9,98.6,98.9,0.0,98.9,99.7,98.9,98.9,0.0,98.9,98.9,98.9
Afu1g01680,99.7,99.7,100.0,99.5,99.2,99.5,0.0,99.7,0.0,0.0,99.0,100.0,100.0,99.5,99.4,99.4,99.5,100.0,100.0,99.5,99.4,98.9,99.7,99.5,99.7,99.5,99.5,99.5,99.7,100.0,99.7,99.7,100.0,100.0,100.0,100.0,99.4,99.5,99.5,99.7,99.3,100.0,99.7,99.5,99.5,99.7,99.5,99.5
Afu1g01700,95.5,95.6,100.0,95.8,96.0,95.7,100.0,95.6,95.8,100.0,95.8,95.5,95.6,95.6,98.3,95.8,95.8,95.6,95.6,95.7,95.7,95.6,95.6,95.5,95.8,95.8,95.6,95.6,95.6,98.0,95.6,95.8,97.0,98.1,98.1,98.1,95.5,98.2,95.8,95.6,95.6,100.0,95.6,95.5,95.8,95.6,95.8,95.4
Afu1g01720,98.2,99.8,98.4,99.8,99.8,99.8,98.0,98.1,98.0,98.0,99.8,99.7,98.1,99.8,98.2,98.2,98.2,98.2,98.0,98.0,98.2,98.2,98.2,98.2,98.2,99.8,98.2,98.2,98.2,98.4,99.8,98.2,96.6,96.6,96.6,96.6,98.2,99.8,98.2,98.2,99.8,100.0,99.8,98.2,98.2,99.8,98.2,99.8
Afu1g01730,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g01740,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g01750,99.4,99.4,100.0,99.4,99.4,99.4,99.4,99.4,99.4,99.1,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.2,99.4,99.4,99.4,99.4,100.0,99.4,99.2,100.0,100.0,100.0,100.0,99.4,99.4,99.4,99.4,99.4,100.0,99.4,99.4,99.4,99.4,99.4,99.4
Afu1g01760,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g01770,99.3,98.9,100.0,98.9,99.3,98.9,99.3,99.3,98.9,99.3,98.9,98.9,99.3,99.3,99.3,98.9,98.9,99.3,99.3,98.9,98.9,98.9,99.3,99.3,99.3,98.9,99.3,93.0,99.3,99.6,98.9,98.9,99.6,99.6,99.6,99.6,98.9,98.9,93.0,99.3,99.3,100.0,98.9,99.3,99.3,98.9,98.9,98.6
Afu1g01780,95.1,95.1,95.7,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,99.4,95.1,95.1,94.8,99.4,95.1,99.4,95.1,99.1,94.5,95.1,95.1,95.1,95.1,100.0,99.4,95.1,95.7,95.7,100.0,95.7,95.1,95.1,95.1,99.1,95.1,95.7,95.1,95.1,99.4,95.1,95.1,94.8
Afu1g01790,98.2,98.6,100.0,98.6,98.6,98.6,98.2,98.6,98.6,99.1,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,0.0,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,0.0,98.6,98.6,100.0,100.0,0.0,100.0,98.6,98.6,98.6,0.0,98.6,100.0,98.6,98.6,0.0,98.6,98.6,98.6
Afu1g01812,99.4,99.0,99.6,99.4,99.2,99.2,99.4,99.4,99.4,99.4,99.4,99.4,99.0,99.4,99.2,99.4,99.4,99.4,99.4,99.2,99.2,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.6,99.4,99.4,99.6,99.6,99.6,99.6,99.4,99.4,99.4,99.4,99.4,99.6,99.4,99.2,99.2,99.4,99.4,99.4
Afu1g01820,94.3,96.1,100.0,96.1,96.1,96.2,94.3,94.3,96.1,94.3,96.1,96.1,94.3,94.3,96.2,96.1,96.1,94.3,94.3,96.2,96.1,96.1,96.1,94.3,94.3,96.1,96.1,94.3,94.3,100.0,94.3,96.1,100.0,100.0,100.0,100.0,94.3,91.5,94.3,94.3,94.3,100.0,96.1,96.1,96.1,94.3,96.1,95.9
Afu1g01830,99.4,99.4,99.7,99.4,99.7,99.7,99.4,99.4,99.4,100.0,99.4,99.4,99.7,99.4,99.7,99.4,99.4,99.4,99.7,99.7,99.7,99.4,99.4,99.7,99.4,99.4,99.4,99.0,99.4,99.7,99.4,99.0,99.7,99.7,99.7,99.7,99.4,99.0,99.4,99.4,99.4,100.0,99.4,99.7,99.4,99.4,99.4,99.4
Afu1g01850,98.2,98.2,100.0,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,97.6,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,99.7,99.9,98.2,98.2,98.2,98.2,100.0,98.2,98.2,100.0,100.0,100.0,100.0,98.2,98.2,98.2,98.2,98.2,99.9,98.2,98.4,98.4,98.2,98.2,98.2
Afu1g01860,89.1,87.1,89.5,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,75.4,87.1,87.1,75.4,89.1,87.1,87.1,87.1,87.1,89.1,74.9,88.7,87.1,89.1,89.1,89.1,89.5,75.4,89.1,89.5,89.5,89.5,89.5,75.4,89.1,87.1,89.1,87.1,75.8,75.4,87.1,89.1,75.4,87.1,75.4
Afu1g01870,99.2,99.2,100.0,99.2,99.2,99.2,99.2,99.2,99.2,99.6,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.6,99.6,99.2,99.2,99.2,99.2,100.0,99.2,99.2,100.0,100.0,100.0,100.0,99.2,99.2,99.2,99.2,99.2,100.0,99.2,99.2,99.2,99.2,99.2,99.2
Afu1g01890,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g01900,98.8,98.8,100.0,98.8,98.8,64.5,64.5,98.8,98.8,64.5,98.8,98.8,64.5,98.8,64.5,64.5,98.8,64.5,64.5,98.8,98.8,64.5,64.5,99.6,99.6,64.5,98.8,64.5,64.5,100.0,98.8,64.5,100.0,100.0,100.0,100.0,98.8,64.5,64.5,64.5,64.5,100.0,98.8,98.5,95.5,64.5,98.8,97.6
Afu1g01910,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,99.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0
Afu1g01920,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,98.9,99.6,99.6,98.9,98.6,98.6,98.6,99.6,99.6,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6
Afu1g01930,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.8,99.6,99.6,99.6,99.6,99.6,99.8,99.6,99.6,99.8,99.8,99.8,99.8,99.6,99.6,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6
Afu1g01940,98.8,98.8,100.0,98.8,99.1,99.1,99.1,99.1,98.8,99.1,98.8,99.1,99.1,99.1,99.1,98.8,98.8,99.1,99.1,99.1,99.1,98.8,99.1,99.1,99.1,98.8,99.1,99.1,99.1,99.2,99.1,99.1,99.2,99.2,99.2,99.2,99.1,99.1,99.1,99.1,99.1,100.0,98.8,99.1,98.8,99.1,98.8,99.1
Afu1g01950,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g01960,99.7,99.4,100.0,99.4,99.4,99.4,99.7,99.7,99.4,99.4,99.4,99.4,99.7,99.7,99.4,99.0,99.4,99.7,99.7,99.4,99.4,99.4,99.7,100.0,100.0,99.4,99.7,99.7,99.7,99.7,99.7,99.4,99.7,99.7,99.7,99.7,99.7,99.4,99.7,99.7,99.7,100.0,99.4,99.4,99.7,99.7,99.4,99.4
Afu1g01970,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g01980,100.0,100.0,100.0,100.0,100.0,100.0,99.5,99.5,100.0,98.9,100.0,100.0,99.5,99.5,100.0,100.0,100.0,99.5,99.5,100.0,100.0,100.0,99.5,100.0,100.0,100.0,99.5,99.5,99.5,99.5,99.5,100.0,99.5,99.5,99.5,99.5,99.5,100.0,99.5,99.5,99.5,100.0,100.0,100.0,100.0,99.5,100.0,100.0
Afu1g01990,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g02000,97.4,90.4,97.4,96.4,96.5,96.4,97.4,90.4,96.5,97.3,96.5,96.5,97.3,95.4,96.4,96.4,94.5,97.0,97.3,89.5,96.4,96.4,97.3,97.3,97.3,96.5,97.2,90.4,90.3,94.6,97.3,96.5,94.2,98.7,96.2,98.7,97.4,96.5,97.3,97.3,97.4,97.6,96.5,96.5,94.5,97.3,96.4,96.4
Afu1g02010,99.9,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,99.9,99.7,100.0,100.0,100.0,100.0,92.6,100.0,99.9,92.6,92.6,92.6,92.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g02020,99.6,99.6,100.0,99.6,99.6,100.0,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,100.0,99.6,100.0,99.6,99.6,100.0,100.0,99.6,99.6,99.3,99.6,100.0,99.3,99.6,99.6,99.6,99.6,100.0,99.6,99.6,100.0,98.2,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,100.0,100.0,100.0
Afu1g02030,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9
Afu1g02040,100.0,100.0,100.0,99.4,99.4,99.4,100.0,100.0,99.4,0.0,99.4,99.4,99.4,100.0,99.4,98.4,99.4,98.9,100.0,99.4,98.4,99.4,100.0,100.0,98.9,99.4,100.0,100.0,99.4,99.4,100.0,99.4,99.4,99.4,99.4,99.4,100.0,99.4,98.9,100.0,100.0,100.0,99.4,99.4,99.4,98.9,98.4,98.4
Afu1g02050,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8
Afu1g02060,99.8,99.5,100.0,99.8,99.5,95.5,99.5,99.5,99.8,99.5,99.8,99.8,99.5,99.5,95.5,95.8,99.8,95.5,99.5,99.5,95.5,99.8,99.5,99.8,99.8,99.8,95.5,99.5,99.5,98.3,99.5,99.8,98.3,98.5,98.5,98.3,99.5,99.5,99.8,99.5,99.5,100.0,99.8,99.3,99.5,99.3,99.8,95.5
Afu1g02070,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g02080,99.7,99.7,100.0,99.7,99.7,99.5,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.5,99.7,99.7,99.7,99.7,99.5,99.5,99.7,99.7,99.7,99.2,99.7,99.7,99.7,99.7,99.2,99.7,99.7,99.2,0.0,0.0,94.1,99.7,99.5,99.7,99.7,99.7,100.0,99.7,99.7,99.7,99.7,99.7,99.5
Afu1g02090,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g02100,88.0,88.0,88.0,87.7,87.9,87.9,88.0,88.0,87.7,88.0,87.7,87.6,87.8,88.0,86.7,87.7,87.7,87.8,88.0,87.9,87.9,87.7,88.0,87.7,87.5,87.7,88.0,88.0,87.8,87.4,88.0,87.7,87.4,87.3,87.5,87.5,88.0,87.6,87.7,88.0,88.0,88.0,87.7,87.9,87.9,88.0,87.7,87.8
Afu1g02110,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g02120,99.9,99.9,100.0,99.9,99.7,99.7,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.7,99.7,99.7,99.9,99.9,100.0,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.7,99.9,100.0,99.9,99.7,99.6,99.9,99.9,99.7
Afu1g02130,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu1g02140,99.9,99.9,100.0,99.9,99.9,99.9,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.7,99.9,99.9,99.9,99.9,99.7,99.9,99.9,99.7,99.7,99.7,99.7,99.9,99.9,99.9,99.9,99.9,100.0,99.9,99.9,99.7,99.9,99.9,99.9
Afu1g02150,99.8,99.8,100.0,99.8,100.0,100.0,100.0,99.8,99.8,100.0,99.8,100.0,99.8,100.0,100.0,100.0,99.8,100.0,0.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,0.0,99.8,100.0,100.0,99.8,100.0,100.0,100.0,100.0
Afu1g02160,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,99.5,0.0,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Afu1g02170,99.6,99.6,100.0,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,99.3,99.6,99.3,99.6,99.6,99.6,99.6,99.5,99.6,99.6,99.6,99.6,99.6,99.6,100.0
Afu1g02180,99.7,99.7,100.0,100.0,99.8,99.8,99.7,99.7,100.0,99.7,100.0,100.0,99.7,99.7,99.8,100.0,100.0,99.7,99.7,99.8,99.8,100.0,99.7,99.9,99.2,100.0,99.7,99.7,99.7,99.3,99.7,100.0,99.3,99.2,99.2,99.2,99.7,99.8,100.0,99.7,99.7,100.0,89.9,99.8,99.9,99.7,100.0,99.8
Afu1g02190,100.0,93.3,100.0,93.3,93.3,100.0,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,100.0,100.0,93.3,93.3,93.3,93.3,93.3,100.0,93.3,93.3,100.0,93.3,100.0,93.3,93.3,100.0,93.3,93.3,100.0,100.0,100.0,100.0,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3
