#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,SUBSYSTEM,DATABASE-REFERENCE,GEM-REFERENCE
,R1,secretory phospholipase A2,"H2O [cytoplasm] + phosphatidylcholine [cytoplasm] --> 1-acylglycerophosphocholine [cytoplasm] + (9Z,12Z,15Z)-Octadecatrienoic acid [cytoplasm]",3.1.1.4,AFUA_2G11970 or AFUA_4G08440,0,1000,0,alpha-Linolenic acid metabolism,KEGG:R07859,
,R75,primary-amine oxidase,oxygen [nucleus] + N-methylputrescine [nucleus] <-- H2O2 [nucleus] + NH3 [nucleus] + 1-Methyl-delta(1)-pyrrolinium [nucleus],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,-1000,0,0,Alkaloid metabolism,KEGG:R04027,
,R76,primary-amine oxidase,oxygen [cytoplasm] + N-methylputrescine [cytoplasm] <-- H2O2 [cytoplasm] + NH3 [cytoplasm] + 1-Methyl-delta(1)-pyrrolinium [cytoplasm],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,-1000,0,0,Alkaloid metabolism,KEGG:R04027,
,R77,primary-amine oxidase,oxygen [peroxisome] + N-methylputrescine [peroxisome] <-- H2O2 [peroxisome] + NH3 [peroxisome] + 1-Methyl-delta(1)-pyrrolinium [peroxisome],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,-1000,0,0,Alkaloid metabolism,KEGG:R04027,
,R78,N-methylputrescine oxidase,H2O [nucleus] + oxygen [nucleus] + N-methylputrescine [nucleus] --> H2O2 [nucleus] + NH3 [nucleus] + N-methylaminobutanal [nucleus],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,0,1000,0,Alkaloid metabolism,KEGG:R05334,
,R79,N-methylputrescine oxidase,H2O [cytoplasm] + oxygen [cytoplasm] + N-methylputrescine [cytoplasm] --> H2O2 [cytoplasm] + NH3 [cytoplasm] + N-methylaminobutanal [cytoplasm],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,0,1000,0,Alkaloid metabolism,KEGG:R05334,
,R80,N-methylputrescine oxidase,H2O [peroxisome] + oxygen [peroxisome] + N-methylputrescine [peroxisome] --> H2O2 [peroxisome] + NH3 [peroxisome] + N-methylaminobutanal [peroxisome],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,0,1000,0,Alkaloid metabolism,KEGG:R05334,
,R81,chanoclavine-I:NAD+ oxidoreductase,NAD(+) [nucleus] + Chanoclavine-I [nucleus] --> NADH [nucleus] + Chanoclavine-I aldehyde [nucleus],1.1.1.332,AFUA_2G18000,0,1000,0,Alkaloid metabolism,KEGG:R10128,
,R82,chanoclavine-I:NAD+ oxidoreductase,NAD(+) [cytoplasm] + Chanoclavine-I [cytoplasm] --> NADH [cytoplasm] + Chanoclavine-I aldehyde [cytoplasm],1.1.1.332,AFUA_2G18000,0,1000,0,Alkaloid metabolism,KEGG:R10128,
,R83,festuclavine:NAD+ oxidoreductase,"NAD(+) [cytoplasm] + Festuclavine [cytoplasm] <-- NADH [cytoplasm] + 6,8-Dimethyl-6,7-didehydroergoline [cytoplasm]",1.5.1.44,AFUA_2G17970,-1000,0,0,Alkaloid metabolism,KEGG:R10163,
,R84,festuclavine:NAD+ oxidoreductase,"NAD(+) [mitochondrion] + Festuclavine [mitochondrion] <-- NADH [mitochondrion] + 6,8-Dimethyl-6,7-didehydroergoline [mitochondrion]",1.5.1.44,AFUA_2G17970,-1000,0,0,Alkaloid metabolism,KEGG:R10163,
,R85,S-adenosyl-L-methionine:4-(3-methylbut-2-enyl)-L-tryptophan N-methyltransferase,S-adenosyl-L-methionine [nucleus] + 4-(3-methylbut-2-enyl)-L-tryptophan [nucleus] --> S-adenosyl-L-homocysteine [nucleus] + 4-Dimethylallyl-L-abrine [nucleus],2.1.1.261,AFUA_2G18060,0,1000,0,Alkaloid metabolism,KEGG:R10166,
,R86,S-adenosyl-L-methionine:4-(3-methylbut-2-enyl)-L-tryptophan N-methyltransferase,S-adenosyl-L-methionine [cytoplasm] + 4-(3-methylbut-2-enyl)-L-tryptophan [cytoplasm] --> S-adenosyl-L-homocysteine [cytoplasm] + 4-Dimethylallyl-L-abrine [cytoplasm],2.1.1.261,AFUA_2G18060,0,1000,0,Alkaloid metabolism,KEGG:R10166,
,R87,acetyl-CoA:fumigaclavine B O-acetyltransferase,acetyl-CoA [mitochondrion] + Fumigaclavine B [mitochondrion] --> coenzyme A [mitochondrion] + Fumigaclavine A [mitochondrion],2.3.1.205,AFUA_2G18020,0,1000,0,Alkaloid metabolism,KEGG:R10200,
,R88,dimethylallyl-diphosphate:fumigaclavine A dimethylallyltransferase,dimethylallyl diphosphate [nucleus] + Fumigaclavine A [nucleus] --> diphosphate [nucleus] + Fumigaclavine C [nucleus],2.5.1.100,AFUA_2G17990,0,1000,0,Alkaloid metabolism,KEGG:R10201,
,R89,dimethylallyl-diphosphate:fumigaclavine A dimethylallyltransferase,dimethylallyl diphosphate [cytoplasm] + Fumigaclavine A [cytoplasm] --> diphosphate [cytoplasm] + Fumigaclavine C [cytoplasm],2.5.1.100,AFUA_2G17990,0,1000,0,Alkaloid metabolism,KEGG:R10201,
,R90,chanoclavine-I aldehyde:NAD+ oxidoreductase,NADP(+) [cytoplasm] + Dihydrochanoclavine-I aldehyde [cytoplasm] <-- NADPH [cytoplasm] + Chanoclavine-I aldehyde [cytoplasm],1.3.1.100,AFUA_2G17960,-1000,0,0,Alkaloid metabolism,KEGG:R12090,
,R91,chanoclavine-I aldehyde:NAD+ oxidoreductase,NADP(+) [mitochondrion] + Dihydrochanoclavine-I aldehyde [mitochondrion] <-- NADPH [mitochondrion] + Chanoclavine-I aldehyde [mitochondrion],1.3.1.100,AFUA_2G17960,-1000,0,0,Alkaloid metabolism,KEGG:R12090,
,R92,primary-amine oxidase,H2O [nucleus] + oxygen [nucleus] + cadaverine [nucleus] --> H2O2 [nucleus] + NH3 [nucleus] + 5-Aminopentanal [nucleus],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,0,1000,0,Alkaloid metabolism,KEGG:R06740,r241iLC915 [5]
,R93,primary-amine oxidase,H2O [cytoplasm] + oxygen [cytoplasm] + cadaverine [cytoplasm] --> H2O2 [cytoplasm] + NH3 [cytoplasm] + 5-Aminopentanal [cytoplasm],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,0,1000,0,Alkaloid metabolism,KEGG:R06740,r241iLC915 [5]
,R94,primary-amine oxidase,H2O [peroxisome] + oxygen [peroxisome] + cadaverine [peroxisome] --> H2O2 [peroxisome] + NH3 [peroxisome] + 5-Aminopentanal [peroxisome],1.4.3.21,AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440,0,1000,0,Alkaloid metabolism,KEGG:R06740,r241iLC915 [5]
,R95,chitobiose N-acetylglucosaminohydrolase,H2O [cytoplasm] + chitobiose [cytoplasm] --> 2.0 2-Acetamido-2-deoxy-D-glucose [cytoplasm],3.2.1.52,AFUA_8G04060 or AFUA_2G00640 or AFUA_3G11780,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00022,
,R96,chitobiose N-acetylglucosaminohydrolase,H2O [extracellular] + chitobiose [extracellular] --> 2.0 2-Acetamido-2-deoxy-D-glucose [extracellular],3.2.1.52,AFUA_8G05020,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00022,
,R97,Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase,UDP-N-acetyl-D-glucosamine [cytoplasm] + phosphoenolpyruvate [cytoplasm] <=> phosphate [cytoplasm] + UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine [cytoplasm],2.5.1.7,AFUA_2G09590,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00660,
,R98,Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase,UDP-N-acetyl-D-glucosamine [mitochondrion] + phosphoenolpyruvate [mitochondrion] <=> phosphate [mitochondrion] + UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine [mitochondrion],2.5.1.7,AFUA_2G09590,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00660,
,R99,"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase",chitin [extracellular] --> 2-Acetamido-2-deoxy-D-glucose [extracellular],3.2.1.14,AFUA_6G13720 or AFUA_3G07110 or AFUA_8G01410 or AFUA_7G08490 or AFUA_5G03850 or AFUA_6G09780 or AFUA_3G11280 or AFUA_1G02800 or AFUA_5G01400 or AFUA_5G03960 or AFUA_5G03530 or AFUA_5G06840 or AFUA_8G00700 or AFUA_1G00310 or AFUA_3G07160 or AFUA_7G05140 or AFUA_6G09310 or AFUA_5G03760,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01206,
,R100,UDP-D-glucuronate carboxy-lyase (UDP-D-xylose-forming),UDP-glucuronate [cytoplasm] <=> CO2 [cytoplasm] + UDP-alpha-D-xylose [cytoplasm],4.1.1.35,,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01384,
,R101,ITP:D-glucosamine 6-phosphotransferase,ITP [cytoplasm] + D-glucosamine [cytoplasm] --> IDP [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm],2.7.1.1,AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01964,
,R102,ITP:D-glucosamine 6-phosphotransferase,ITP [mitochondrion] + D-glucosamine [mitochondrion] --> IDP [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion],2.7.1.1,AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01964,
,R103,dATP:D-glucosamine 6-phosphotransferase,dATP [cytoplasm] + D-glucosamine [cytoplasm] --> dADP [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm],2.7.1.1,AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01965,
,R104,dATP:D-glucosamine 6-phosphotransferase,dATP [mitochondrion] + D-glucosamine [mitochondrion] --> dADP [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion],2.7.1.1,AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01965,
,R105,beta-D-glucosaminide glucosaminohydrolase,3.0 D-glucosamine [cytoplasm] <=> 2.0 H2O [cytoplasm] + D-Glucosaminide [cytoplasm],3.2.1.165,AFUA_4G00390,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01966,
,R106,"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase",B00002 [extracellular] + chitin [extracellular] <=> N-Acetyl-D-glucosaminide [extracellular],3.2.1.14,AFUA_6G13720 or AFUA_3G07110 or AFUA_8G01410 or AFUA_7G08490 or AFUA_5G03850 or AFUA_6G09780 or AFUA_3G11280 or AFUA_1G02800 or AFUA_5G01400 or AFUA_5G03960 or AFUA_5G03530 or AFUA_5G06840 or AFUA_8G00700 or AFUA_1G00310 or AFUA_3G07160 or AFUA_7G05140 or AFUA_6G09310 or AFUA_5G03760,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R02334,
,R107,UDP-D-galacturonate carboxy-lyase,UDP-D-galacturonate [cytoplasm] <=> CO2 [cytoplasm] + UDP-L-arabinose [cytoplasm],4.1.1.67,,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R02636,
,R108,Chitosan N-acetylglucosaminohydrolase,H2O [cytoplasm] + chitosan [cytoplasm] --> D-Glucosaminide [cytoplasm],3.2.1.132,AFUA_8G00930 or AFUA_3G14980,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R02833,
,R109,"UDP-D-galacturonate:1,4-alpha-poly-D-galacturonate 4-alpha-D-galacturonosyltransferase",H2O [cytoplasm] + UDP-D-galacturonate [cytoplasm] <=> UDP [cytoplasm] + pectin [cytoplasm],2.4.1.43,,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R05191,
,R110,(R)-lactate hydro-lyase (adding N-acetyl-D-glucosamine 6-phosphate; N-acetylmuramate 6-phosphate-forming),(R)-lactate [cytoplasm] + N-acetyl-D-glucosamine 6-phosphate [cytoplasm] <=> H2O [cytoplasm] + N-acetyl-beta-muramate 6-phosphate [cytoplasm],4.2.1.126,AFUA_1G17490,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R08555,
,R111,ATP:D-glucosamine 6-phosphotransferase,ATP [cytoplasm] + D-glucosamine [cytoplasm] --> ADP [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm],2.7.1.1; 2.7.1.8,AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01961,R300ANIGER [2]
,R112,ATP:D-glucosamine 6-phosphotransferase,ATP [mitochondrion] + D-glucosamine [mitochondrion] --> ADP [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion],2.7.1.1; 2.7.1.8,AFUA_7G04040 or AFUA_6G03980 or AFUA_2G00450 or AFUA_2G16330 or AFUA_6G02230 or AFUA_2G05910,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01961,R300ANIGER [2]
,R113,UDP-N-acetyl-D-glucosamine 4-epimerase,UDP-N-acetyl-D-glucosamine [cytoplasm] <=> UDP-N-acetyl-D-galactosamine [cytoplasm],5.1.3.2; 5.1.3.7,AFUA_5G10780 or AFUA_3G07910 or AFUA_4G14090,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00418,R302ANIGER [2]
,R114,UDP-N-acetyl-D-glucosamine 4-epimerase,UDP-N-acetyl-D-glucosamine [mitochondrion] <=> UDP-N-acetyl-D-galactosamine [mitochondrion],5.1.3.2; 5.1.3.7,AFUA_5G10780 or AFUA_3G07910 or AFUA_4G14090,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00418,R302ANIGER [2]
,R115,"glcNAc-1,6-anhMurNAcaminidase","H2O [cytoplasm] + N-acetyl-beta-D-glucosamine(anhydrous)-N-acetylmuramate [cytoplasm] <=> 2-Acetamido-2-deoxy-D-glucose [cytoplasm] + 1,6-anhydro-N-acetyl-beta-muramate [cytoplasm]",3.2.1.52,AFUA_8G04060 or AFUA_2G00640 or AFUA_3G11780,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,MetaCyc:RXN05226,
,R116,"glcNAc-1,6-anhMurNAcaminidase","H2O [extracellular] + N-acetyl-beta-D-glucosamine(anhydrous)-N-acetylmuramate [extracellular] <=> 2-Acetamido-2-deoxy-D-glucose [extracellular] + 1,6-anhydro-N-acetyl-beta-muramate [extracellular]",3.2.1.52,AFUA_8G05020,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,MetaCyc:RXN05226,
,R117,Chitin amidohydrolase,H2O [cytoplasm] + 3.0 chitin [cytoplasm] --> 3.0 acetate [cytoplasm] + chitosan [cytoplasm],3.5.1.41,AFUA_6G10430,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R02333,r0271YCM606 [7]
,R118,UDP-N-acetyl-D-glucosamine:chitin 4-beta-N-acetylglucosaminyl-transferase,H2O [cytoplasm] + UDP-N-acetyl-D-glucosamine [cytoplasm] --> UDP [cytoplasm] + chitin [cytoplasm],2.4.1.16,AFUA_2G13440 or AFUA_3G14420 or AFUA_2G01870 or AFUA_1G12600 or AFUA_5G00760 or AFUA_8G05630 or AFUA_4G04180 or AFUA_2G13430,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R02335,r0272YCM606 [7]
,R119,D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing); D-glucosamine-6-phosphate ketol-isomerase(deaminating),H2O [mitochondrion] + D-glucosamine 6-phosphate [mitochondrion] --> D-fructose 6-phosphate [mitochondrion] + NH3 [mitochondrion],3.5.99.6,AFUA_8G04070 or AFUA_1G00480,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00765,r0465YCM606 [7]
,R120,L-glutamine:D-fructose-6-phosphate isomerase (deaminating); L-glutamine:D-fructose-6-phosphate aminotransferase (hexose isomerizing),L-glutamine [cytoplasm] + D-fructose 6-phosphate [cytoplasm] --> L-glutamate [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm],2.6.1.16,AFUA_6G06340,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00768,r0477YCM606 [7]
,R121,acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase,acetyl-CoA [cytoplasm] + D-glucosamine 6-phosphate [cytoplasm] <=> coenzyme A [cytoplasm] + N-acetyl-D-glucosamine 6-phosphate [cytoplasm],2.3.1.4,AFUA_6G02460,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R02058,r0760YCM606 [7]
,R122,"N-Acetyl-D-glucosamine 1-phosphate 1,6-phosphomutase",N-acetyl-D-glucosamine 6-phosphate [cytoplasm] <=> N-Acetyl-alpha-D-glucosamine 1-phosphate [cytoplasm],5.4.2.3,AFUA_1G06210,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R08193,r0882YCM606 [7]
,R123,UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase,UTP [cytoplasm] + N-Acetyl-alpha-D-glucosamine 1-phosphate [cytoplasm] <=> diphosphate [cytoplasm] + UDP-N-acetyl-D-glucosamine [cytoplasm],2.7.7.23,AFUA_7G02180,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R00416,r1069YCM606 [7]
,R124,"chitosan exo-1,4-beta-D-glucosaminidase; chitosan glucosaminohydrolase",2.0 H2O [cytoplasm] + chitosan [cytoplasm] --> 3.0 D-glucosamine [cytoplasm],3.2.1.165,AFUA_4G00390,0,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R08715,r443AORYZAE [4]
,R125,alpha-L-arabinan arabinofuranohydrolase,3.0 H2O [extracellular] + alpha-L-arabinan [extracellular] <=> 2.0 B00001 [extracellular] + 3.0 L-arabinose [extracellular],3.2.1.55,AFUA_1G09900 or AFUA_2G15160 or AFUA_6G14620,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01762,r458ANIDULANS [3]
,R126,alpha-L-arabinan arabinofuranohydrolase,3.0 H2O [cytoplasm] + alpha-L-arabinan [cytoplasm] <=> 2.0 B00001 [cytoplasm] + 3.0 L-arabinose [cytoplasm],3.2.1.55,AFUA_1G09900 or AFUA_2G15160 or AFUA_6G14620,-1000,1000,0,Amino sugar and nucleotide sugar metabolism,KEGG:R01762,r458ANIDULANS [3]
,R127,10-formyltetrahydropteroyldiglutamate:L-glutamate gamma-ligase (ADP-forming),ATP [cytoplasm] + L-glutamate [cytoplasm] + 10-Formyltetrahydrofolyl L-glutamate [cytoplasm] <-- ADP [cytoplasm] + phosphate [cytoplasm] + 10-Formyltetrahydrofolylpolyglutamate [cytoplasm],6.3.2.17,AFUA_4G08060 or AFUA_8G04160 or AFUA_6G09440,-1000,0,0,Aminoacyl-tRNA biosynthesis,KEGG:R05197,
,R128,10-formyltetrahydropteroyldiglutamate:L-glutamate gamma-ligase (ADP-forming),ATP [mitochondrion] + L-glutamate [mitochondrion] + 10-Formyltetrahydrofolyl L-glutamate [mitochondrion] <-- ADP [mitochondrion] + phosphate [mitochondrion] + 10-Formyltetrahydrofolylpolyglutamate [mitochondrion],6.3.2.17,AFUA_4G08060 or AFUA_8G04160 or AFUA_6G09440,-1000,0,0,Aminoacyl-tRNA biosynthesis,KEGG:R05197,
,R129,L-tryptophan -tRNA(Trp) ligase (AMP-forming),ATP [nucleus] + L-tryptophan [nucleus] + tRNA(Trp) [nucleus] <=> diphosphate [nucleus] + AMP [nucleus] + L-Tryptophanyl-tRNA(Trp) [nucleus],6.1.1.2,AFUA_6G05350 or AFUA_6G05330,-1000,1000,0,Aminoacyl-tRNA biosynthesis,,A. fumigatus central metabolism [1]
,R130,L-tryptophan -tRNA(Trp) ligase (AMP-forming),ATP [extracellular] + L-tryptophan [extracellular] + tRNA(Trp) [extracellular] <=> diphosphate [extracellular] + AMP [extracellular] + L-Tryptophanyl-tRNA(Trp) [extracellular],6.1.1.2,AFUA_6G05350 or AFUA_6G05330,-1000,1000,0,Aminoacyl-tRNA biosynthesis,,A. fumigatus central metabolism [1]
,R131,L-tryptophan -tRNA(Trp) ligase (AMP-forming),ATP [mitochondrion] + L-tryptophan [mitochondrion] + tRNA(Trp) [mitochondrion] <=> diphosphate [mitochondrion] + AMP [mitochondrion] + L-Tryptophanyl-tRNA(Trp) [mitochondrion],6.1.1.2,AFUA_6G05350 or AFUA_6G05330,-1000,1000,0,Aminoacyl-tRNA biosynthesis,,A. fumigatus central metabolism [1]
,R132,L-serine:tRNA(Ser) ligase (AMP-forming),ATP [endoplasmic_reticulum] + L-serine [endoplasmic_reticulum] + tRNA(Ser) [endoplasmic_reticulum] <=> diphosphate [endoplasmic_reticulum] + AMP [endoplasmic_reticulum] + L-Seryl-tRNA(Ser) [endoplasmic_reticulum],6.1.1.11,AFUA_3G12630,-1000,1000,0,Aminoacyl-tRNA biosynthesis,,A. fumigatus central metabolism [1]
,R133,"4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol,ferrocytochrome-b5:oxygen oxidoreductase (hydroxylating)",NADH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol [endoplasmic_reticulum] --> 2.0 H2O [endoplasmic_reticulum] + NAD(+) [endoplasmic_reticulum] + 3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde [endoplasmic_reticulum],1.14.18.9,AFUA_4G04820 or AFUA_2G01160 or AFUA_8G02440,0,1000,0,Anthocyanin biosynthesis,KEGG:R05733,
,R134,5-glucosyltransferase,13.0 H2O [extracellular] + 7.0 cyanidin [extracellular] <=> 5.0 cyanidin 5-O-beta-D-glucoside [extracellular],2.4.1.-,AFUA_2G05340 or AFUA_7G01300 or AFUA_5G06050 or AFUA_5G00250 or AFUA_2G15910 or AFUA_6G04450 or AFUA_5G10760 or AFUA_2G14910 or AFUA_5G12160 or AFUA_4G09130 or AFUA_2G02360 or AFUA_4G11280 or AFUA_1G14140 or AFUA_5G13090 or AFUA_8G02130 or AFUA_4G10750 or AFUA_5G02740 or AFUA_6G11390 or AFUA_2G01170,-1000,1000,0,Anthocyanin biosynthesis,KEGG:R07908,
,R135,5-glucosyltransferase,13.0 H2O [mitochondrion] + 7.0 cyanidin [mitochondrion] <=> 5.0 cyanidin 5-O-beta-D-glucoside [mitochondrion],2.4.1.-,AFUA_2G05340 or AFUA_7G01300 or AFUA_5G06050 or AFUA_5G00250 or AFUA_2G15910 or AFUA_6G04450 or AFUA_5G10760 or AFUA_2G14910 or AFUA_5G12160 or AFUA_4G09130 or AFUA_2G02360 or AFUA_4G11280 or AFUA_1G14140 or AFUA_5G13090 or AFUA_8G02130 or AFUA_4G10750 or AFUA_5G02740 or AFUA_6G11390 or AFUA_2G01170,-1000,1000,0,Anthocyanin biosynthesis,KEGG:R07908,
,R136,5-glucosyltransferase,13.0 H2O [endoplasmic_reticulum] + 7.0 cyanidin [endoplasmic_reticulum] <=> 5.0 cyanidin 5-O-beta-D-glucoside [endoplasmic_reticulum],2.4.1.-,AFUA_2G05340 or AFUA_7G01300 or AFUA_5G06050 or AFUA_5G00250 or AFUA_2G15910 or AFUA_6G04450 or AFUA_5G10760 or AFUA_2G14910 or AFUA_5G12160 or AFUA_4G09130 or AFUA_2G02360 or AFUA_4G11280 or AFUA_1G14140 or AFUA_5G13090 or AFUA_8G02130 or AFUA_4G10750 or AFUA_5G02740 or AFUA_6G11390 or AFUA_2G01170,-1000,1000,0,Anthocyanin biosynthesis,KEGG:R07908,
,R137,3-glucosyltransferase,"13.0 H2O [extracellular] + 9.0 cyanidin 5-O-beta-D-glucoside [extracellular] <=> 7.0 cyanidin 3,5-di-O-beta-D-glucoside [extracellular]",2.4.1.-,AFUA_2G05340 or AFUA_7G01300 or AFUA_5G06050 or AFUA_5G00250 or AFUA_2G15910 or AFUA_6G04450 or AFUA_5G10760 or AFUA_2G14910 or AFUA_5G12160 or AFUA_4G09130 or AFUA_2G02360 or AFUA_4G11280 or AFUA_1G14140 or AFUA_5G13090 or AFUA_8G02130 or AFUA_4G10750 or AFUA_5G02740 or AFUA_6G11390 or AFUA_2G01170,-1000,1000,0,Anthocyanin biosynthesis,KEGG:R07909,
,R138,3-glucosyltransferase,"13.0 H2O [mitochondrion] + 9.0 cyanidin 5-O-beta-D-glucoside [mitochondrion] <=> 7.0 cyanidin 3,5-di-O-beta-D-glucoside [mitochondrion]",2.4.1.-,AFUA_2G05340 or AFUA_7G01300 or AFUA_5G06050 or AFUA_5G00250 or AFUA_2G15910 or AFUA_6G04450 or AFUA_5G10760 or AFUA_2G14910 or AFUA_5G12160 or AFUA_4G09130 or AFUA_2G02360 or AFUA_4G11280 or AFUA_1G14140 or AFUA_5G13090 or AFUA_8G02130 or AFUA_4G10750 or AFUA_5G02740 or AFUA_6G11390 or AFUA_2G01170,-1000,1000,0,Anthocyanin biosynthesis,KEGG:R07909,
,R139,3-glucosyltransferase,"13.0 H2O [endoplasmic_reticulum] + 9.0 cyanidin 5-O-beta-D-glucoside [endoplasmic_reticulum] <=> 7.0 cyanidin 3,5-di-O-beta-D-glucoside [endoplasmic_reticulum]",2.4.1.-,AFUA_2G05340 or AFUA_7G01300 or AFUA_5G06050 or AFUA_5G00250 or AFUA_2G15910 or AFUA_6G04450 or AFUA_5G10760 or AFUA_2G14910 or AFUA_5G12160 or AFUA_4G09130 or AFUA_2G02360 or AFUA_4G11280 or AFUA_1G14140 or AFUA_5G13090 or AFUA_8G02130 or AFUA_4G10750 or AFUA_5G02740 or AFUA_6G11390 or AFUA_2G01170,-1000,1000,0,Anthocyanin biosynthesis,KEGG:R07909,
