ID_old	ID_new	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	SUBSYSTEM
r798AORYZAE[n]	R2723	2-isopropylmalate synthase	H2O [nucleus] + acetyl-CoA [nucleus] + (R)-3-methyl-2-oxobutanoate [nucleus] --> coenzyme A [nucleus] + 2-isopropylmalate [nucleus]	2.3.3.13	AFUA_1G15000	"Valine, leucine and isoleucine metabolism"
r798AORYZAE[c]	R2724	2-isopropylmalate synthase	H2O [cytoplasm] + acetyl-CoA [cytoplasm] + (R)-3-methyl-2-oxobutanoate [cytoplasm] --> coenzyme A [cytoplasm] + 2-isopropylmalate [cytoplasm]	2.3.3.13	AFUA_1G15000	"Valine, leucine and isoleucine metabolism"
r803AORYZAE[m]	R2725	2-oxoisovalerate dehydrogenase complex	NAD(+) [mitochondrion] + coenzyme A [mitochondrion] + (R)-3-methyl-2-oxobutanoate [mitochondrion] --> NADH [mitochondrion] + CO2 [mitochondrion] + isobutyryl-CoA [mitochondrion]	1.2.4.4; 1.8.1.4; 2.3.1.168	AFUA_6G08830 and AFUA_3G01450 and AFUA_4G12010 and AFUA_1G00490	"Valine, leucine and isoleucine metabolism"
r804AORYZAE[m]	R2726	2-oxoisovalerate dehydrogenase complex	NAD(+) [mitochondrion] + coenzyme A [mitochondrion] + (S)-3-methyl-2-oxopentanoate [mitochondrion] --> NADH [mitochondrion] + CO2 [mitochondrion] + 2-methylbutanoyl-CoA [mitochondrion]	1.2.4.4; 1.8.1.4; 2.3.1.168	AFUA_6G08830 and AFUA_3G01450 and AFUA_4G12010 and AFUA_1G00490	"Valine, leucine and isoleucine metabolism"
r805AORYZAE[m]	R2727	2-oxoisovalerate dehydrogenase complex	NAD(+) [mitochondrion] + coenzyme A [mitochondrion] + (2S)-2-isopropyl-3-oxosuccinate [mitochondrion] --> NADH [mitochondrion] + 2.0 CO2 [mitochondrion] + 3-isovaleryl-CoA [mitochondrion]	1.2.4.4; 1.8.1.4; 2.3.1.168	AFUA_6G08830 and AFUA_3G01450 and AFUA_4G12010 and AFUA_1G00490	"Valine, leucine and isoleucine metabolism"
r807AORYZAE[m]	R2728	Methylcrotonoyl-CoA carboxylase	ATP [mitochondrion] + bicarbonate [mitochondrion] + 2-methylbut-2-enol-coenzyme A [mitochondrion] --> ADP [mitochondrion] + phosphate [mitochondrion] + trans-3-methylglutaconyl-CoA [mitochondrion]	6.4.1.4	AFUA_5G08910 and AFUA_5G08940	"Valine, leucine and isoleucine metabolism"
r808AORYZAER02085[m]	R2729	(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming)	H2O [mitochondrion] + trans-3-methylglutaconyl-CoA [mitochondrion] <=> (S)-3-hydroxy-3-methylglutaryl-CoA [mitochondrion]	4.2.1.18	AFUA_3G11480	"Valine, leucine and isoleucine metabolism"
r80iLC915R04440[c]	R2730	"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)"	"NADPH [cytoplasm] + 3-hydroxy-3-methyl-2-oxobutanoate [cytoplasm] --> NADP(+) [cytoplasm] + (R)-2,3-dihydroxy-3-methylbutanoate [cytoplasm]"	1.1.1.86	AFUA_3G14490	"Valine, leucine and isoleucine metabolism"
r80iLC915R04440[m]	R2731	"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)"	"NADPH [mitochondrion] + 3-hydroxy-3-methyl-2-oxobutanoate [mitochondrion] --> NADP(+) [mitochondrion] + (R)-2,3-dihydroxy-3-methylbutanoate [mitochondrion]"	1.1.1.86	AFUA_3G14490	"Valine, leucine and isoleucine metabolism"
r814AORYZAER02047[m]	R2732	3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase	NAD(+) [mitochondrion] + 3-hydroxy-2-methylpropanoate [mitochondrion] <-- NADH [mitochondrion] + 2-methyl-3-oxopropanoic acid [mitochondrion]	1.1.1.31	AFUA_3G09470 or AFUA_5G10280 or AFUA_6G14200	"Valine, leucine and isoleucine metabolism"
r815AORYZAER00922[m]	R2733	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)	NAD(+) [mitochondrion] + coenzyme A [mitochondrion] + 2-methyl-3-oxopropanoic acid [mitochondrion] --> NADH [mitochondrion] + CO2 [mitochondrion] + propionyl-CoA [mitochondrion]	1.2.1.27	AFUA_4G12870	"Valine, leucine and isoleucine metabolism"
r819AORYZAER00927[m]	R2734	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase; 2-methylacetoacetyl-CoA thiolase	coenzyme A [mitochondrion] + 2-methylacetoacetyl-CoA [mitochondrion] <=> acetyl-CoA [mitochondrion] + propionyl-CoA [mitochondrion]	2.3.1.9; 2.3.1.16	AFUA_4G10950 or AFUA_8G04000 or AFUA_7G04080 or AFUA_6G14200	"Valine, leucine and isoleucine metabolism"
r83iLC915R05071[c]	R2735	(S)-2-Acetolactate methylmutase	2-Acetolactate [cytoplasm] --> 3-hydroxy-3-methyl-2-oxobutanoate [cytoplasm]	1.1.1.86; 5.4.99.3	AFUA_3G14490	"Valine, leucine and isoleucine metabolism"
r83iLC915R05071[m]	R2736	(S)-2-Acetolactate methylmutase	2-Acetolactate [mitochondrion] --> 3-hydroxy-3-methyl-2-oxobutanoate [mitochondrion]	1.1.1.86; 5.4.99.3	AFUA_3G14490	"Valine, leucine and isoleucine metabolism"
r891[c]	R2737	3-isopropylmalate dehydrogenase	NAD(+) [cytoplasm] + 2-isopropylmalate [cytoplasm] --> NADH [cytoplasm] + (2S)-2-isopropyl-3-oxosuccinate [cytoplasm]	1.1.1.85	AFUA_6G13590 or AFUA_1G15780	"Valine, leucine and isoleucine metabolism"
r905iLC915R04204[c]	R2738	"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase"	"H2O [cytoplasm] + 2-Methylbut-2-enoyl-CoA [cytoplasm] <=> (2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA [cytoplasm]"	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	"Valine, leucine and isoleucine metabolism"
r905iLC915R04204[m]	R2739	"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase"	"H2O [mitochondrion] + 2-Methylbut-2-enoyl-CoA [mitochondrion] <=> (2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA [mitochondrion]"	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	"Valine, leucine and isoleucine metabolism"
r906iLC915R04224[c]	R2740	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase	H2O [cytoplasm] + 2-Methylprop-2-enoyl-CoA [cytoplasm] <=> (S)-3-Hydroxyisobutyryl-CoA [cytoplasm]	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	"Valine, leucine and isoleucine metabolism"
r906iLC915R04224[m]	R2741	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase	H2O [mitochondrion] + 2-Methylprop-2-enoyl-CoA [mitochondrion] <=> (S)-3-Hydroxyisobutyryl-CoA [mitochondrion]	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	"Valine, leucine and isoleucine metabolism"
r948iLC915R01209[c]	R2742	"2,3-Dihydroxy-3-methylbutanoate hydro-lyase"	"(R)-2,3-Dihydroxy-3-methylpentanoate [cytoplasm] --> H2O [cytoplasm] + (S)-3-methyl-2-oxopentanoate [cytoplasm]"	4.2.1.9	AFUA_1G07330 or AFUA_2G16300 or AFUA_1G03550	"Valine, leucine and isoleucine metabolism"
r948iLC915R01209[m]	R2743	"2,3-Dihydroxy-3-methylbutanoate hydro-lyase"	"(R)-2,3-Dihydroxy-3-methylpentanoate [mitochondrion] <=> H2O [mitochondrion] + (S)-3-methyl-2-oxopentanoate [mitochondrion]"	4.2.1.9	AFUA_2G14210	"Valine, leucine and isoleucine metabolism"
R00045KEGGR00045[c]	R1836	"3,4-dihydroxy-L-phenylalanine:oxygen oxidoreductase"	oxygen [cytoplasm] + 2.0 L-dopa [cytoplasm] --> 2.0 H2O [cytoplasm] + 2.0 L-dopaquinone [cytoplasm]	1.10.3.1; 1.14.18.1	AFUA_1G17430 or AFUA_4G13780	"Phenylalanine, tyrosine and tryptophan metabolism"
R00045KEGGR00045[e]	R1837	"3,4-dihydroxy-L-phenylalanine:oxygen oxidoreductase"	oxygen [extracellular] + 2.0 L-dopa [extracellular] --> 2.0 H2O [extracellular] + 2.0 L-dopaquinone [extracellular]	1.10.3.1; 1.14.18.1	AFUA_3G01070	"Phenylalanine, tyrosine and tryptophan metabolism"
R00691KEGGR00691[c]	R1838	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)	L-arogenate [cytoplasm] <=> H2O [cytoplasm] + CO2 [cytoplasm] + L-phenylalanine [cytoplasm]	4.2.1.51; 4.2.1.91	AFUA_5G05690	"Phenylalanine, tyrosine and tryptophan metabolism"
R00691KEGGR00691[p]	R1839	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)	L-arogenate [peroxisome] <=> H2O [peroxisome] + CO2 [peroxisome] + L-phenylalanine [peroxisome]	4.2.1.51; 4.2.1.91	AFUA_5G05690	"Phenylalanine, tyrosine and tryptophan metabolism"
R00699KEGGR00699[n]	R1840	L-phenylalanine carboxy-lyase (phenylethylamine-forming)	L-phenylalanine [nucleus] --> CO2 [nucleus] + 2-phenylethylamine [nucleus]	4.1.1.28; 4.1.1.53	AFUA_3G02240	"Phenylalanine, tyrosine and tryptophan metabolism"
R00699KEGGR00699[c]	R1841	L-phenylalanine carboxy-lyase (phenylethylamine-forming)	L-phenylalanine [cytoplasm] --> CO2 [cytoplasm] + 2-phenylethylamine [cytoplasm]	4.1.1.28; 4.1.1.53	AFUA_3G02240	"Phenylalanine, tyrosine and tryptophan metabolism"
R00732KEGGR00732[c]	R1842	L-arogenate:NAD+ oxidoreductase	NAD(+) [cytoplasm] + L-arogenate [cytoplasm] --> NADH [cytoplasm] + CO2 [cytoplasm] + L-tyrosine [cytoplasm]	1.3.1.43; 1.3.1.79		"Phenylalanine, tyrosine and tryptophan metabolism"
R00733KEGGR00733[c]	R1843	L-arogenate:NADP+ oxidoreductase	NADP(+) [cytoplasm] + L-arogenate [cytoplasm] <=> NADPH [cytoplasm] + CO2 [cytoplasm] + L-tyrosine [cytoplasm]	1.3.1.78; 1.3.1.79		"Phenylalanine, tyrosine and tryptophan metabolism"
R00985KEGGR00985[c]	R1844	chorismate pyruvate-lyase (amino-accepting; anthranilate-forming)	chorismate [cytoplasm] + NH3 [cytoplasm] --> H2O [cytoplasm] + pyruvate [cytoplasm] + anthranilate [cytoplasm]	4.1.3.27	AFUA_6G12580 and AFUA_1G13090	"Phenylalanine, tyrosine and tryptophan metabolism"
R00985KEGGR00985[m]	R1845	chorismate pyruvate-lyase (amino-accepting; anthranilate-forming)	chorismate [mitochondrion] + NH3 [mitochondrion] --> H2O [mitochondrion] + pyruvate [mitochondrion] + anthranilate [mitochondrion]	4.1.3.27	AFUA_6G12580 and AFUA_1G13090	"Phenylalanine, tyrosine and tryptophan metabolism"
R01372KEGGR01372[n]	R1846	"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)"	oxygen [nucleus] + keto-phenylpyruvate [nucleus] --> CO2 [nucleus] + 2-hydroxyphenylacetate [nucleus]	1.13.11.27	AFUA_4G10620 or AFUA_2G04200 or AFUA_3G03510 or AFUA_3G14820 or AFUA_1G11560	"Phenylalanine, tyrosine and tryptophan metabolism"
R01372KEGGR01372[c]	R1847	"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)"	oxygen [cytoplasm] + keto-phenylpyruvate [cytoplasm] --> CO2 [cytoplasm] + 2-hydroxyphenylacetate [cytoplasm]	1.13.11.27	AFUA_4G10620 or AFUA_2G04200 or AFUA_3G03510 or AFUA_3G14820 or AFUA_1G11560	"Phenylalanine, tyrosine and tryptophan metabolism"
R01372KEGGR01372[m]	R1848	"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)"	oxygen [mitochondrion] + keto-phenylpyruvate [mitochondrion] --> CO2 [mitochondrion] + 2-hydroxyphenylacetate [mitochondrion]	1.13.11.27	AFUA_4G10620 or AFUA_2G04200 or AFUA_3G03510 or AFUA_3G14820 or AFUA_1G11560	"Phenylalanine, tyrosine and tryptophan metabolism"
R01426KEGGR01426[c]	R1849	"beta-oxidation, three-step reaction"	NADH [cytoplasm] + acetate [cytoplasm] + benzoic acid [cytoplasm] <=> 2.0 H2O [cytoplasm] + NAD(+) [cytoplasm] + trans-cinnamate [cytoplasm]			"Phenylalanine, tyrosine and tryptophan metabolism"
R01616KEGGR01616[c]	R1850	4-Coumarate:CoA ligase (AMP-forming)	ATP [cytoplasm] + coenzyme A [cytoplasm] + 4-coumarate [cytoplasm] --> diphosphate [cytoplasm] + AMP [cytoplasm] + 4-coumaroyl-CoA [cytoplasm]	6.2.1.12	AFUA_1G13110	"Phenylalanine, tyrosine and tryptophan metabolism"
R01616KEGGR01616[p]	R1851	4-Coumarate:CoA ligase (AMP-forming)	ATP [peroxisome] + coenzyme A [peroxisome] + 4-coumarate [peroxisome] --> diphosphate [peroxisome] + AMP [peroxisome] + 4-coumaroyl-CoA [peroxisome]	6.2.1.12	AFUA_1G13110	"Phenylalanine, tyrosine and tryptophan metabolism"
R01731KEGGR01731[c]	R1852	L-arogenate:2-oxoglutarate aminotransferase	oxaloacetate [cytoplasm] + L-arogenate [cytoplasm] <=> L-aspartate [cytoplasm] + prephenate [cytoplasm]	2.6.1.57; 2.6.1.78	AFUA_2G13630	"Phenylalanine, tyrosine and tryptophan metabolism"
R02080KEGGR02080[n]	R1853	"3,4-Dihydroxy-L-phenylalanine carboxy-lyase"	L-dopa [nucleus] --> CO2 [nucleus] + dopamine [nucleus]	4.1.1.25; 4.1.1.28	AFUA_3G02240	"Phenylalanine, tyrosine and tryptophan metabolism"
R02080KEGGR02080[c]	R1854	"3,4-Dihydroxy-L-phenylalanine carboxy-lyase"	L-dopa [cytoplasm] --> CO2 [cytoplasm] + dopamine [cytoplasm]	4.1.1.25; 4.1.1.28	AFUA_3G02240	"Phenylalanine, tyrosine and tryptophan metabolism"
R02173KEGGR02173[c]	R1855	Tryptamine:oxygen oxidoreductase(deaminating)	H2O [cytoplasm] + oxygen [cytoplasm] + tryptamine [cytoplasm] --> H2O2 [cytoplasm] + indol-3-ylacetaldehyde [cytoplasm] + NH3 [cytoplasm]	1.4.3.4; 1.4.3.22	AFUA_3G00100	"Phenylalanine, tyrosine and tryptophan metabolism"
R02382KEGGR02382[c]	R1856	Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing)	H2O [cytoplasm] + oxygen [cytoplasm] + tyramine [cytoplasm] --> H2O2 [cytoplasm] + NH3 [cytoplasm] + (4-hydroxyphenyl)acetaldehyde [cytoplasm]	1.4.3.4; 1.4.3.21; 1.4.9.2	AFUA_3G00100	"Phenylalanine, tyrosine and tryptophan metabolism"
R02532KEGGR02532[c]	R1857	"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"	"H2O [cytoplasm] + oxygen [cytoplasm] + (R)-noradrenaline [cytoplasm] --> H2O2 [cytoplasm] + NH3 [cytoplasm] + 3,4-dihydroxyphenylglycolaldehyde [cytoplasm]"	1.4.3.4	AFUA_3G00100	"Phenylalanine, tyrosine and tryptophan metabolism"
R02534KEGGR02534[n]	R1858	S-Adenosyl-L-methionine:catechol O-methyltransferase	S-adenosyl-L-methionine [nucleus] + (R)-noradrenaline [nucleus] <-- S-adenosyl-L-homocysteine [nucleus] + normetanephrine [nucleus]	2.1.1.6	AFUA_2G00150 or AFUA_5G06990 or AFUA_2G15085	"Phenylalanine, tyrosine and tryptophan metabolism"
R02534KEGGR02534[c]	R1859	S-Adenosyl-L-methionine:catechol O-methyltransferase	S-adenosyl-L-methionine [cytoplasm] + (R)-noradrenaline [cytoplasm] <-- S-adenosyl-L-homocysteine [cytoplasm] + normetanephrine [cytoplasm]	2.1.1.6	AFUA_2G00150 or AFUA_5G06990 or AFUA_2G15085	"Phenylalanine, tyrosine and tryptophan metabolism"
R02537KEGGR02537[p]	R1860	Aldehyde:NADP+ oxidoreductase	H2O [peroxisome] + NADP(+) [peroxisome] + phenylacetaldehyde [peroxisome] --> NADPH [peroxisome] + phenylacetate [peroxisome]	1.2.1.5	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R02537KEGGR02537[c]	R1861	Aldehyde:NADP+ oxidoreductase	H2O [cytoplasm] + NADP(+) [cytoplasm] + phenylacetaldehyde [cytoplasm] --> NADPH [cytoplasm] + phenylacetate [cytoplasm]	1.2.1.5	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R02537KEGGR02537[m]	R1862	Aldehyde:NADP+ oxidoreductase	H2O [mitochondrion] + NADP(+) [mitochondrion] + phenylacetaldehyde [mitochondrion] --> NADPH [mitochondrion] + phenylacetate [mitochondrion]	1.2.1.5	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R02613KEGGR02613[n]	R1863	Phenethylamine:oxygen oxidoreductase (deaminating)	H2O [nucleus] + oxygen [nucleus] + 2-phenylethylamine [nucleus] --> H2O2 [nucleus] + phenylacetaldehyde [nucleus] + NH3 [nucleus]	1.4.3.4; 1.4.3.21	AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440 or AFUA_3G00100	"Phenylalanine, tyrosine and tryptophan metabolism"
R02613KEGGR02613[c]	R1864	Phenethylamine:oxygen oxidoreductase (deaminating)	H2O [cytoplasm] + oxygen [cytoplasm] + 2-phenylethylamine [cytoplasm] --> H2O2 [cytoplasm] + phenylacetaldehyde [cytoplasm] + NH3 [cytoplasm]	1.4.3.4; 1.4.3.21	AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440 or AFUA_3G00100	"Phenylalanine, tyrosine and tryptophan metabolism"
R02613KEGGR02613[p]	R1865	Phenethylamine:oxygen oxidoreductase (deaminating)	H2O [peroxisome] + oxygen [peroxisome] + 2-phenylethylamine [peroxisome] --> H2O2 [peroxisome] + phenylacetaldehyde [peroxisome] + NH3 [peroxisome]	1.4.3.4; 1.4.3.21	AFUA_7G04180 or AFUA_5G07360 or AFUA_7G08470 or AFUA_3G00680 or AFUA_5G01470 or AFUA_3G14590 or AFUA_1G13440 or AFUA_3G00100	"Phenylalanine, tyrosine and tryptophan metabolism"
R02670KEGGR02670[c]	R1866	catalase	2.0 H2O [cytoplasm] + 3.0 oxygen [cytoplasm] + 2.0 3-hydroxyanthranilate [cytoplasm] <=> 2.0 H2O2 [cytoplasm] + 2.0 O2- [cytoplasm] + Cinnabarinic acid [cytoplasm]	1.11.1.6; 1.11.1.21	AFUA_6G03890 or AFUA_2G18030 or AFUA_2G00200	"Phenylalanine, tyrosine and tryptophan metabolism"
R02695KEGGR02695[c]	R1867	4-Hydroxyphenylacetaldehyde:NAD+ oxidoreductase	H2O [cytoplasm] + NAD(+) [cytoplasm] + (4-hydroxyphenyl)acetaldehyde [cytoplasm] --> NADH [cytoplasm] + 4-hydroxyphenylacetate [cytoplasm]	1.2.1.5; 1.2.1.29; 1.2.1.53	AFUA_2G00720 or AFUA_4G08600 or AFUA_6G11430 or AFUA_7G01000 or AFUA_8G02310 or AFUA_4G02830	"Phenylalanine, tyrosine and tryptophan metabolism"
R02695KEGGR02695[m]	R1868	4-Hydroxyphenylacetaldehyde:NAD+ oxidoreductase	H2O [mitochondrion] + NAD(+) [mitochondrion] + (4-hydroxyphenyl)acetaldehyde [mitochondrion] --> NADH [mitochondrion] + 4-hydroxyphenylacetate [mitochondrion]	1.2.1.5; 1.2.1.29; 1.2.1.53	AFUA_2G00720 or AFUA_4G08600 or AFUA_6G11430 or AFUA_7G01000 or AFUA_8G02310 or AFUA_4G02830	"Phenylalanine, tyrosine and tryptophan metabolism"
R02697KEGGR02697[p]	R1869	4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase	H2O [peroxisome] + NADP(+) [peroxisome] + (4-hydroxyphenyl)acetaldehyde [peroxisome] --> NADPH [peroxisome] + 4-hydroxyphenylacetate [peroxisome]	1.2.1.5	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R02697KEGGR02697[c]	R1870	4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase	H2O [cytoplasm] + NADP(+) [cytoplasm] + (4-hydroxyphenyl)acetaldehyde [cytoplasm] --> NADPH [cytoplasm] + 4-hydroxyphenylacetate [cytoplasm]	1.2.1.5	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R02697KEGGR02697[m]	R1871	4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase	H2O [mitochondrion] + NADP(+) [mitochondrion] + (4-hydroxyphenyl)acetaldehyde [mitochondrion] --> NADPH [mitochondrion] + 4-hydroxyphenylacetate [mitochondrion]	1.2.1.5	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R02701KEGGR02701[n]	R1872	5-Hydroxy-L-tryptophan decarboxy-lyase	5-hydroxy-L-tryptophan [nucleus] --> CO2 [nucleus] + serotonin [nucleus]	4.1.1.28	AFUA_3G02240	"Phenylalanine, tyrosine and tryptophan metabolism"
R02701KEGGR02701[c]	R1873	5-Hydroxy-L-tryptophan decarboxy-lyase	5-hydroxy-L-tryptophan [cytoplasm] --> CO2 [cytoplasm] + serotonin [cytoplasm]	4.1.1.28	AFUA_3G02240	"Phenylalanine, tyrosine and tryptophan metabolism"
R02702KEGGR02702[c]	R1874	"5-hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)"	oxygen [cytoplasm] + 5-hydroxy-L-tryptophan [cytoplasm] --> 5-Hydroxy-N-formylkynurenine [cytoplasm]	1.13.11.52	AFUA_4G09830 or AFUA_3G14250	"Phenylalanine, tyrosine and tryptophan metabolism"
R02702KEGGR02702[m]	R1875	"5-hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)"	oxygen [mitochondrion] + 5-hydroxy-L-tryptophan [mitochondrion] --> 5-Hydroxy-N-formylkynurenine [mitochondrion]	1.13.11.52	AFUA_7G02010	"Phenylalanine, tyrosine and tryptophan metabolism"
R02908KEGGR02908[c]	R1876	5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing)	H2O [cytoplasm] + oxygen [cytoplasm] + serotonin [cytoplasm] --> H2O2 [cytoplasm] + NH3 [cytoplasm] + 5-Hydroxyindoleacetaldehyde [cytoplasm]	1.4.3.4	AFUA_3G00100	"Phenylalanine, tyrosine and tryptophan metabolism"
R02909KEGGR02909[c]	R1877	"5-hydroxytryptamine:oxygen 2,3-dioxygenase (indole-decyclizing)"	oxygen [cytoplasm] + serotonin [cytoplasm] --> Formyl-5-hydroxykynurenamine [cytoplasm]	1.13.11.52	AFUA_4G09830 or AFUA_3G14250	"Phenylalanine, tyrosine and tryptophan metabolism"
R02909KEGGR02909[m]	R1878	"5-hydroxytryptamine:oxygen 2,3-dioxygenase (indole-decyclizing)"	oxygen [mitochondrion] + serotonin [mitochondrion] --> Formyl-5-hydroxykynurenamine [mitochondrion]	1.13.11.52	AFUA_7G02010	"Phenylalanine, tyrosine and tryptophan metabolism"
R02912KEGGR02912[c]	R1879	serotonin O-methyltransferase	5-Methyltetrahydrofolate [cytoplasm] + serotonin [cytoplasm] <=> tetrahydrofolate [cytoplasm] + 5-methoxytryptamine [cytoplasm]	2.1.1.-	AFUA_5G12100 or AFUA_3G14110 or AFUA_6G09720 or AFUA_6G09680 or AFUA_3G10140 or AFUA_4G01310 or AFUA_7G02130 or AFUA_4G13450 or AFUA_3G10710 or AFUA_4G05890 or AFUA_6G04520 or AFUA_5G06710 or AFUA_2G02750 or AFUA_1G14220 or AFUA_6G08610 or AFUA_8G00550	"Phenylalanine, tyrosine and tryptophan metabolism"
R02919KEGGR02919[c]	R1880	"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"	"H2O [cytoplasm] + oxygen [cytoplasm] + (R)-adrenaline [cytoplasm] --> H2O2 [cytoplasm] + methylamine [cytoplasm] + 3,4-dihydroxyphenylglycolaldehyde [cytoplasm]"	1.4.3.4	AFUA_3G00100	"Phenylalanine, tyrosine and tryptophan metabolism"
R02920KEGGR02920[n]	R1881	S-Adenosyl-L-methionine:catechol O-methyltransferase	S-adenosyl-L-methionine [nucleus] + (R)-adrenaline [nucleus] <-- S-adenosyl-L-homocysteine [nucleus] + metanephrine [nucleus]	2.1.1.6	AFUA_2G00150 or AFUA_5G06990 or AFUA_2G15085	"Phenylalanine, tyrosine and tryptophan metabolism"
R02920KEGGR02920[c]	R1882	S-Adenosyl-L-methionine:catechol O-methyltransferase	S-adenosyl-L-methionine [cytoplasm] + (R)-adrenaline [cytoplasm] <-- S-adenosyl-L-homocysteine [cytoplasm] + metanephrine [cytoplasm]	2.1.1.6	AFUA_2G00150 or AFUA_5G06990 or AFUA_2G15085	"Phenylalanine, tyrosine and tryptophan metabolism"
R03300KEGGR03300[p]	R1883	"3,4-Dihydroxyphenylacetaldehyde:NAD+ oxidoreductase"	"H2O [peroxisome] + NAD(+) [peroxisome] + 3,4-dihydroxyphenylacetaldehyde [peroxisome] --> NADH [peroxisome] + 3,4-dihydroxyphenylacetate [peroxisome]"	1.2.1.5; 1.2.1.29	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R03300KEGGR03300[c]	R1884	"3,4-Dihydroxyphenylacetaldehyde:NAD+ oxidoreductase"	"H2O [cytoplasm] + NAD(+) [cytoplasm] + 3,4-dihydroxyphenylacetaldehyde [cytoplasm] --> NADH [cytoplasm] + 3,4-dihydroxyphenylacetate [cytoplasm]"	1.2.1.5; 1.2.1.29	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R03300KEGGR03300[m]	R1885	"3,4-Dihydroxyphenylacetaldehyde:NAD+ oxidoreductase"	"H2O [mitochondrion] + NAD(+) [mitochondrion] + 3,4-dihydroxyphenylacetaldehyde [mitochondrion] --> NADH [mitochondrion] + 3,4-dihydroxyphenylacetate [mitochondrion]"	1.2.1.5; 1.2.1.29	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R03302KEGGR03302[p]	R1886	"3,4-Dihydroxyphenylacetaldehyde:NADP+ oxidoreductase"	"H2O [peroxisome] + NADP(+) [peroxisome] + 3,4-dihydroxyphenylacetaldehyde [peroxisome] --> NADPH [peroxisome] + 3,4-dihydroxyphenylacetate [peroxisome]"	1.2.1.5	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
R03302KEGGR03302[c]	R1887	"3,4-Dihydroxyphenylacetaldehyde:NADP+ oxidoreductase"	"H2O [cytoplasm] + NADP(+) [cytoplasm] + 3,4-dihydroxyphenylacetaldehyde [cytoplasm] --> NADPH [cytoplasm] + 3,4-dihydroxyphenylacetate [cytoplasm]"	1.2.1.5	AFUA_4G08600 or AFUA_8G02310	"Phenylalanine, tyrosine and tryptophan metabolism"
